pick,year,name,university,link,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
1,2000,Kenyon Martin,University of Cincinnati,/players/m/martike01.html,116,2042,513,875,2,9,251,432,NULL,869,142,124,292,139,231,1279,.586,.222,.581,23.7,11.0,7.5,1.2
2,2000,Stromile Swift,Louisiana State University,/players/s/swiftst01.html,50,1332,253,452,8,33,157,256,NULL,348,37,65,130,126,131,671,.560,.242,.613,26.6,13.4,7.0,0.7
4,2000,Marcus Fizer,Iowa State University,/players/f/fizerma01.html,97,2204,690,1349,21,72,429,611,NULL,716,94,90,89,145,181,1830,.511,.292,.702,32.9,18.9,7.4,1.0
5,2000,Mike Miller,University of Florida,/players/m/millemi01.html,65,1735,290,601,78,226,204,284,NULL,389,149,81,22,140,122,862,.483,.345,.718,26.7,13.3,6.0,2.3
6,2000,DerMarr Johnson,University of Cincinnati,/players/j/johnsde03.html,32,879,140,293,52,140,70,95,NULL,123,45,31,30,46,64,402,.478,.371,.737,27.5,12.6,3.8,1.4
7,2000,Chris Mihm,University of Texas at Austin,/players/m/mihmch01.html,96,2041,498,1003,9,30,399,583,NULL,945,55,36,264,159,180,1404,.497,.300,.684,31.4,14.6,9.8,0.6
8,2000,Jamal Crawford,University of Michigan,/players/c/crawfja01.html,17,577,105,255,33,101,40,51,NULL,47,76,19,16,53,19,283,.412,.327,.784,33.9,16.6,2.8,4.5
9,2000,Joel Przybilla,University of Minnesota,/players/p/przybjo01.html,49,1351,201,340,0,0,85,163,NULL,339,91,17,81,141,150,487,.591,NULL,.521,27.6,9.9,6.9,1.9
10,2000,Keyon Dooling,University of Missouri,/players/d/doolike01.html,59,1659,223,543,67,198,203,277,NULL,142,198,76,29,134,103,716,.411,.338,.733,28.1,12.1,2.4,3.4
11,2000,Jerome Moiso,University of California Los Angeles,/players/m/moisoje01.html,62,1661,301,608,5,22,135,220,NULL,421,66,61,81,141,176,742,.495,.227,.614,26.8,12.0,6.8,1.1
12,2000,Etan Thomas,Syracuse University,/players/t/thomaet01.html,122,2261,495,825,0,0,350,585,NULL,847,51,85,424,148,242,1340,.600,NULL,.598,26.0,11.0,6.9,0.4
13,2000,Courtney Alexander,California State University Fresno,/players/a/alexaco02.html,112,3456,805,1767,166,458,336,438,NULL,441,249,128,21,220,246,2112,.456,.362,.767,30.9,18.9,3.9,2.2
14,2000,Mateen Cleaves,Michigan State University,/players/c/cleavma01.html,123,2755,540,1331,143,457,318,431,NULL,256,816,195,16,353,194,1541,.406,.313,.738,29.6,12.5,2.1,6.6
15,2000,Jason Collier,Georgia Institute of Technology,/players/c/collija02.html,97,2602,479,1045,69,187,318,447,NULL,693,118,60,110,256,243,1345,.458,.369,.711,29.6,13.9,7.1,1.2
17,2000,Desmond Mason,Oklahoma State University,/players/m/masonde01.html,129,2921,616,1268,130,349,340,468,NULL,795,147,158,92,175,196,1702,.486,.372,.726,29.2,13.2,6.2,1.1
18,2000,Quentin Richardson,DePaul University,/players/r/richaqu01.html,64,2190,405,893,117,317,220,302,NULL,652,104,59,17,138,144,1147,.454,.369,.728,34.2,17.9,10.2,1.6
19,2000,Jamaal Magloire,University of Kentucky,/players/m/magloja01.html,145,2272,394,784,0,0,276,434,NULL,789,62,68,268,201,290,1064,.503,NULL,.636,21.2,7.3,5.4,0.4
20,2000,Speedy Claxton,Hofstra University,/players/c/claxtsp01.html,119,2975,705,1505,65,202,540,722,NULL,566,660,288,33,264,230,2015,.468,.322,.748,33.8,16.9,4.8,5.5
21,2000,Morris Peterson,Michigan State University,/players/p/petermo01.html,137,2573,562,1161,146,387,318,426,NULL,645,129,119,42,170,238,1588,.484,.377,.746,23.4,11.6,4.7,0.9
22,2000,Donnell Harvey,University of Florida,/players/h/harvedo01.html,37,746,144,284,0,1,86,141,NULL,258,37,27,31,60,101,374,.507,.000,.610,20.2,10.1,7.0,1.0
26,2000,Mamadou N'Diaye,Auburn University,/players/n/ndiayma02.html,128,2038,319,630,0,2,237,370,NULL,798,76,75,216,NULL,,875,.506,.000,.641,20.8,6.8,6.2,0.6
28,2000,Erick Barkley,St. John's University,/players/b/barkler01.html,65,2261,316,797,107,326,210,289,NULL,202,302,167,18,145,157,949,.396,.328,.727,34.8,14.6,3.1,4.6
29,2000,Mark Madsen,Stanford University,/players/m/madsema01.html,108,2007,428,729,0,2,320,537,NULL,857,69,47,64,107,204,1176,.587,.000,.596,24.8,10.9,7.9,0.6
31,2000,Dan Langhi,Vanderbilt University,/players/l/langhda01.html,122,2464,485,1041,138,360,394,474,NULL,559,82,58,26,150,140,1502,.466,.383,.831,27.1,12.3,4.6,0.7
32,2000,A.J. Guyton,Indiana University,/players/g/guytoaj01.html,128,3260,747,1642,283,684,323,409,NULL,429,403,127,52,218,111,2100,.455,.414,.790,34.0,16.4,3.4,3.1
33,2000,Jake Voskuhl,University of Connecticut,/players/v/voskuja01.html,138,2184,323,596,0,0,217,331,NULL,880,124,86,193,160,309,863,.542,NULL,.656,21.6,6.3,6.4,0.9
34,2000,Khalid El-Amin,University of Connecticut,/players/e/elamikh01.html,108,2149,580,1395,195,550,295,359,NULL,319,479,186,10,188,155,1650,.416,.355,.822,30.3,15.3,3.0,4.4
35,2000,Mike Smith,University of Louisiana at Monroe,/players/s/smithmi03.html,55,1938,353,824,130,409,226,294,NULL,449,147,90,42,241,110,1062,.428,.318,.769,35.2,19.3,8.2,2.7
37,2000,Eddie House,Arizona State University,/players/h/houseed01.html,124,3181,763,1794,250,683,268,336,NULL,502,405,258,19,195,219,2044,.425,.366,.798,34.6,16.5,4.0,3.3
38,2000,Eduardo Najera,University of Oklahoma,/players/n/najered01.html,126,3001,612,1423,85,295,337,504,NULL,910,215,193,89,201,271,1646,.430,.288,.669,31.3,13.1,7.2,1.7
39,2000,Lavor Postell,St. John's University,/players/p/postela01.html,129,2845,494,1148,92,282,347,440,NULL,716,205,129,58,172,230,1427,.430,.326,.789,29.3,11.1,5.6,1.6
40,2000,Hanno Mottola,University of Utah,/players/m/mottoha01.html,120,2162,538,1075,71,213,345,446,NULL,551,139,37,50,159,259,1492,.500,.333,.774,25.1,12.4,4.6,1.2
43,2000,Michael Redd,Ohio State University,/players/r/reddmi01.html,96,2187,699,1562,126,395,355,547,NULL,593,238,149,11,151,117,1879,.448,.319,.649,33.1,19.6,6.2,2.5
44,2000,Brian Cardinal,Purdue University,/players/c/cardibr01.html,132,2768,495,1074,130,356,464,610,NULL,749,277,259,44,203,290,1584,.461,.365,.761,28.8,12.0,5.7,2.1
45,2000,Jabari Smith,Louisiana State University,/players/s/smithja01.html,61,1777,271,509,25,84,200,313,NULL,501,126,56,65,183,157,767,.532,.298,.639,29.1,12.6,8.2,2.1
49,2000,Jason Hart,Syracuse University,/players/h/hartja01.html,132,3293,525,1337,139,426,314,441,NULL,433,709,329,14,313,263,1503,.393,.326,.712,33.9,11.4,3.3,5.4
50,2000,Kaniel Dickens,University of Idaho,/players/d/dickeka01.html,72,1223,228,489,17,51,155,251,NULL,389,36,47,39,112,150,628,.466,.333,.618,22.2,8.7,5.4,0.5
52,2000,Ernest Brown,Indian Hills Community College,/players/b/browner01.html,33,NULL,168,276,0,0,59,113,NULL,227,21,NULL,NULL,NULL,NULL,395,.609,NULL,.522,NULL,12.0,6.9,0.6
53,2000,Dan McClintock,Northern Arizona University,/players/m/mcclida01.html,115,1716,542,858,0,1,279,428,NULL,486,79,40,196,155,221,1363,.632,.000,.652,20.0,11.9,4.2,0.7
55,2000,Chris Porter,Auburn University,/players/p/portech01.html,56,1617,320,685,12,39,207,318,NULL,450,64,116,22,125,146,859,.467,.308,.651,28.9,15.3,8.0,1.1
5,2001,Jason Richardson,Michigan State University,/players/r/richaja01.html,70,1522,261,519,57,149,96,148,NULL,348,96,58,34,80,130,675,.503,.383,.649,21.7,9.6,5.0,1.4
6,2001,Shane Battier,Duke University,/players/b/battish01.html,146,3450,651,1303,246,592,436,561,NULL,887,239,266,254,136,229,1984,.500,.416,.777,31.4,13.6,6.1,1.6
7,2001,Eddie Griffin,Seton Hall University,/players/g/griffed01.html,30,979,206,480,41,128,80,109,NULL,323,49,26,133,67,71,533,.429,.320,.734,32.6,17.8,10.8,1.6
9,2001,Rodney White,University of North Carolina at Charlotte,/players/w/whitero02.html,28,865,188,386,33,95,114,160,NULL,182,41,34,20,82,73,523,.487,.347,.713,30.9,18.7,6.5,1.5
10,2001,Joe Johnson,University of Arkansas,/players/j/johnsjo02.html,53,1605,302,648,63,155,128,170,NULL,325,127,88,24,132,90,795,.466,.406,.753,30.3,15.0,6.1,2.4
11,2001,Kedrick Brown,Okaloosa-Walton Community College,/players/b/brownke01.html,62,NULL,453,836,114,294,211,279,NULL,597,208,NULL,NULL,NULL,NULL,1231,.542,.388,.756,NULL,19.9,9.6,3.4
13,2001,Richard Jefferson,University of Arizona,/players/j/jefferi01.html,84,2211,335,684,60,163,214,298,NULL,416,232,51,63,227,219,944,.490,.368,.718,26.3,11.2,5.0,2.8
14,2001,Troy Murphy,University of Notre Dame,/players/m/murphtr01.html,94,3298,680,1370,64,191,587,755,NULL,924,158,113,126,284,274,2011,.496,.335,.777,35.1,21.4,9.8,1.7
15,2001,Steven Hunter,DePaul University,/players/h/huntest01.html,63,1552,252,430,0,2,120,200,NULL,297,24,11,128,101,141,624,.586,.000,.600,24.6,9.9,4.7,0.4
16,2001,Kirk Haston,Indiana University,/players/h/hastoki01.html,96,2572,544,1150,26,71,292,407,NULL,748,111,80,104,195,255,1406,.473,.366,.717,26.8,14.6,7.8,1.2
17,2001,Michael Bradley,Villanova University,/players/b/bradlmi01.html,100,1864,441,651,12,34,193,357,NULL,540,133,64,102,152,161,1087,.677,.353,.541,27.4,10.9,5.4,1.3
18,2001,Jason Collins,Stanford University,/players/c/collija04.html,73,1591,262,428,12,27,249,348,NULL,484,55,34,89,108,162,785,.612,.444,.716,22.1,10.8,6.6,0.8
19,2001,Zach Randolph,Michigan State University,/players/r/randoza01.html,33,654,138,235,0,1,80,126,NULL,221,34,24,22,53,60,356,.587,.000,.635,19.8,10.8,6.7,1.0
20,2001,Brendan Haywood,University of North Carolina,/players/h/haywobr01.html,141,3007,541,849,0,0,329,557,NULL,839,118,47,304,200,301,1411,.637,NULL,.591,29.2,10.0,6.0,0.8
21,2001,Joseph Forte,University of North Carolina,/players/f/fortejo01.html,69,2340,479,1055,111,302,221,273,NULL,399,210,121,27,169,138,1290,.454,.368,.810,33.9,18.7,5.8,3.0
22,2001,Jeryl Sasser,Southern Methodist University,/players/s/sasseje01.html,117,3117,674,1711,133,475,511,720,NULL,976,369,197,67,238,187,1992,.394,.280,.710,35.0,17.0,8.3,3.2
23,2001,Brandon Armstrong,Pepperdine University,/players/a/armstbr01.html,65,1974,430,980,142,363,173,210,NULL,209,96,110,14,126,168,1175,.439,.391,.824,30.4,18.1,3.2,1.5
25,2001,Gerald Wallace,University of Alabama,/players/w/wallage01.html,36,824,126,288,11,63,88,155,NULL,216,55,42,37,86,87,351,.438,.175,.568,22.9,9.8,6.0,1.5
26,2001,Samuel Dalembert,Seton Hall University,/players/d/dalemsa01.html,59,1265,175,326,0,0,69,128,NULL,345,19,22,167,117,187,419,.537,NULL,.539,21.4,7.1,5.8,0.3
27,2001,Jamaal Tinsley,Iowa State University,/players/t/tinslja01.html,68,2211,284,732,52,159,230,336,NULL,306,431,177,56,273,198,850,.388,.327,.685,32.5,12.5,4.5,6.3
30,2001,Trenton Hassell,Austin Peay State University,/players/h/hassetr01.html,84,3044,579,1228,122,354,346,444,NULL,685,375,90,55,283,154,1626,.471,.345,.779,36.2,19.4,8.2,4.5
31,2001,Gilbert Arenas,University of Arizona,/players/a/arenagi01.html,70,2137,395,847,107,296,208,282,NULL,269,155,136,16,188,165,1105,.466,.361,.738,30.5,15.8,3.8,2.2
32,2001,Omar Cook,St. John's University,/players/c/cookom01.html,29,1107,141,392,68,220,95,128,NULL,88,252,66,5,148,82,445,.360,.309,.742,38.2,15.3,3.0,8.7
33,2001,Will Solomon,Clemson University,/players/s/solomwi01.html,94,2739,469,1195,214,585,279,389,NULL,259,246,112,40,323,235,1431,.392,.366,.717,29.1,15.2,2.8,2.6
34,2001,Terence Morris,University of Maryland,/players/m/morrite01.html,136,3095,644,1300,101,299,344,441,NULL,925,229,162,256,228,262,1733,.495,.338,.780,29.8,12.7,6.8,1.7
35,2001,Brian Scalabrine,University of Southern California,/players/s/scalabr01.html,92,3037,528,1030,46,134,339,440,NULL,560,249,89,81,312,248,1441,.513,.343,.770,33.0,15.7,6.1,2.7
36,2001,Jeff Trepagnier,University of Southern California,/players/t/trepaje01.html,106,2439,431,915,61,205,205,311,NULL,546,142,204,105,159,220,1128,.471,.298,.659,31.3,10.6,5.2,1.3
37,2001,Damone Brown,Syracuse University,/players/b/brownda02.html,113,2864,490,985,20,89,230,310,NULL,683,141,118,96,157,275,1230,.497,.225,.742,29.2,10.9,6.0,1.2
40,2001,Earl Watson,University of California Los Angeles,/players/w/watsoea01.html,129,3314,518,1150,133,390,280,428,NULL,484,607,235,49,337,288,1449,.450,.341,.654,34.5,11.2,3.8,4.7
41,2001,Jamison Brewer,Auburn University,/players/b/breweja01.html,58,1347,119,261,13,59,77,146,NULL,273,236,63,3,125,74,328,.456,.220,.527,23.2,5.7,4.7,4.1
42,2001,Bobby Simmons,DePaul University,/players/s/simmobo01.html,93,2939,403,941,121,366,336,429,NULL,700,207,124,17,236,271,1263,.428,.331,.783,31.6,13.6,7.5,2.2
45,2001,Sean Lampley,University of California,/players/l/lamplse01.html,123,3086,661,1338,17,81,437,651,NULL,889,295,86,69,293,245,1776,.494,.210,.671,32.1,14.4,7.2,2.4
46,2001,Loren Woods,University of Arizona,/players/w/woodslo01.html,107,2224,421,854,2,9,344,462,NULL,697,135,55,281,158,159,1188,.493,.222,.745,26.2,11.1,6.5,1.3
49,2001,Ken Johnson,Ohio State University,/players/j/johnske03.html,127,2752,416,771,0,0,223,354,NULL,739,58,37,444,147,271,1055,.540,NULL,.630,28.4,8.3,5.8,0.5
50,2001,Ruben Boumtje-Boumtje,Georgetown University,/players/b/boumtru01.html,101,2383,345,711,0,2,283,426,NULL,710,91,82,255,258,265,973,.485,.000,.664,25.1,9.6,7.0,0.9
51,2001,Alton Ford,University of Houston,/players/f/fordal02.html,26,663,95,220,9,34,81,133,NULL,154,17,5,19,66,97,280,.432,.265,.609,25.5,10.8,5.9,0.7
53,2001,Jarron Collins,Stanford University,/players/c/collija03.html,129,2329,370,711,4,16,337,504,NULL,706,171,73,68,126,232,1081,.520,.250,.669,24.5,8.4,5.5,1.3
54,2001,Kenny Satterfield,University of Cincinnati,/players/s/satteke01.html,68,2142,267,663,65,201,209,268,NULL,278,355,98,10,221,165,808,.403,.323,.780,31.5,11.9,4.1,5.2
57,2001,Alvin Jones,Georgia Institute of Technology,/players/j/jonesal01.html,124,2871,450,921,0,4,412,718,NULL,1075,170,88,425,269,273,1312,.489,.000,.574,31.5,10.6,8.7,1.4
2,2002,Jay Williams,Duke University,/players/w/willija03.html,108,3572,713,1575,313,797,340,507,NULL,395,644,235,14,424,253,2079,.453,.393,.671,33.1,19.3,3.7,6.0
3,2002,Mike Dunleavy,Duke University,/players/d/dunlemi02.html,104,2994,499,1050,179,483,194,278,NULL,601,225,166,55,202,213,1371,.475,.371,.698,28.8,13.2,5.8,2.2
4,2002,Drew Gooden,University of Kansas,/players/g/goodedr01.html,98,2566,594,1205,19,62,319,457,NULL,905,156,104,107,251,241,1526,.493,.306,.698,26.2,15.6,9.2,1.6
6,2002,Dajuan Wagner,University of Memphis,/players/w/wagneda02.html,36,1146,265,647,66,208,166,230,NULL,89,128,43,20,105,101,762,.410,.317,.722,31.8,21.2,2.5,3.6
8,2002,Chris Wilcox,University of Maryland,/players/w/wilcoch01.html,70,1160,224,431,0,2,106,180,NULL,330,69,34,71,NULL,,554,.520,.000,.589,16.6,7.9,4.7,1.0
10,2002,Caron Butler,University of Connecticut,/players/b/butleca01.html,63,2173,404,868,44,121,284,370,NULL,477,190,134,22,168,151,1136,.465,.364,.768,34.5,18.0,7.6,3.0
11,2002,Jared Jeffries,Indiana University,/players/j/jeffrja01.html,70,2283,353,785,39,120,263,409,NULL,507,156,85,88,202,188,1008,.450,.325,.643,32.6,14.4,7.2,2.2
12,2002,Melvin Ely,California State University Fresno,/players/e/elyme01.html,124,4031,789,1367,1,3,372,574,NULL,924,139,97,361,303,346,1951,.577,.333,.648,32.5,15.7,7.5,1.1
13,2002,Marcus Haislip,University of Tennessee,/players/h/haislma01.html,89,1525,276,521,38,102,155,220,NULL,307,41,28,116,94,216,745,.530,.373,.705,17.1,8.4,3.4,0.5
14,2002,Fred Jones,University of Oregon,/players/j/jonesfr01.html,125,3527,554,1151,147,435,389,483,NULL,631,367,148,74,305,313,1644,.481,.338,.805,28.2,13.2,5.0,2.9
17,2002,Juan Dixon,University of Maryland,/players/d/dixonju01.html,141,4002,802,1713,239,615,426,501,NULL,599,371,333,26,355,283,2269,.468,.389,.850,28.4,16.1,4.2,2.6
18,2002,Curtis Borchardt,Stanford University,/players/b/borchcu01.html,66,1426,233,436,15,40,190,275,NULL,478,82,27,144,90,151,671,.534,.375,.691,21.6,10.2,7.2,1.2
19,2002,Ryan Humphrey,University of Notre Dame,/players/h/humphry01.html,123,2797,647,1308,8,22,331,618,NULL,1038,158,105,285,214,267,1633,.495,.364,.536,30.7,13.3,8.4,1.3
20,2002,Kareem Rush,University of Missouri,/players/r/rushka01.html,84,2536,550,1235,226,536,258,332,NULL,456,174,102,47,233,194,1584,.445,.422,.777,30.2,18.9,5.4,2.1
21,2002,Qyntel Woods,Northeast Mississippi Community College,/players/w/woodsqy01.html,23,722,239,495,34,113,230,285,NULL,229,42,NULL,NULL,NULL,NULL,742,.483,.301,.807,31.4,32.3,10.0,1.8
22,2002,Casey Jacobsen,Stanford University,/players/j/jacobca01.html,95,3020,547,1163,222,520,407,528,NULL,364,254,50,7,193,133,1723,.470,.427,.771,31.8,18.1,3.8,2.7
23,2002,Tayshaun Prince,University of Kentucky,/players/p/princta01.html,135,4018,648,1419,204,621,275,370,NULL,757,254,110,142,224,195,1775,.457,.329,.743,29.8,13.1,5.6,1.9
25,2002,Frank Williams,University of Illinois at Urbana-Champaign,/players/w/willifr02.html,101,3202,467,1180,135,414,371,460,NULL,399,432,212,28,275,185,1440,.396,.326,.807,31.7,14.3,4.0,4.3
26,2002,John Salmons,University of Miami,/players/s/salmojo01.html,124,3814,444,953,86,268,313,389,NULL,687,433,192,81,321,316,1287,.466,.321,.805,30.8,10.4,5.5,3.5
27,2002,Chris Jefferies,California State University Fresno,/players/j/jeffech01.html,88,2460,386,886,119,352,248,395,NULL,425,160,98,102,208,199,1139,.436,.338,.628,28.0,12.9,4.8,1.8
28,2002,Dan Dickau,Gonzaga University,/players/d/dickada01.html,97,2215,379,841,215,465,317,371,NULL,236,362,66,7,208,140,1290,.451,.462,.854,32.1,13.3,2.4,3.7
31,2002,Roger Mason,University of Virginia,/players/m/masonro01.html,89,2634,388,889,137,365,318,366,NULL,269,230,90,33,195,209,1231,.436,.375,.869,29.6,13.8,3.0,2.6
32,2002,Robert Archibald,University of Illinois at Urbana-Champaign,/players/a/archiro01.html,130,2104,258,453,0,1,286,420,NULL,539,107,65,81,203,390,802,.570,.000,.681,16.2,6.2,4.1,0.8
33,2002,Vincent Yarbrough,University of Tennessee,/players/y/yarbrvi01.html,127,3859,613,1394,179,526,332,483,NULL,862,293,211,131,NULL,,1737,.440,.340,.687,30.4,13.7,6.8,2.3
34,2002,Dan Gadzuric,University of California Los Angeles,/players/g/gadzuda01.html,122,2946,548,999,0,1,191,425,NULL,802,75,88,184,216,342,1287,.549,.000,.449,24.1,10.5,6.6,0.6
35,2002,Carlos Boozer,Duke University,/players/b/boozeca01.html,101,2620,554,878,0,1,398,537,NULL,724,115,96,72,157,288,1506,.631,.000,.741,25.9,14.9,7.2,1.1
38,2002,Tito Maddox,California State University Fresno,/players/m/maddoti01.html,25,807,110,281,20,70,97,138,NULL,144,200,41,5,130,67,337,.391,.286,.703,32.3,13.5,5.8,8.0
42,2002,Ronald Murray,Shaw University,/players/m/murraro01.html,90,2078,684,1414,118,345,482,654,NULL,507,370,99,37,261,133,1968,.484,.342,.737,37.1,21.9,5.6,4.1
44,2002,Lonny Baxter,University of Maryland,/players/b/baxtelo01.html,138,3373,712,1287,3,5,431,718,NULL,998,96,120,227,225,408,1858,.553,.600,.600,24.4,13.5,7.2,0.7
46,2002,Matt Barnes,University of California Los Angeles,/players/b/barnema02.html,121,2731,402,857,61,194,201,355,NULL,584,245,115,45,240,272,1066,.469,.314,.566,22.6,8.8,4.8,2.0
47,2002,Jamal Sampson,University of California,/players/s/sampsja01.html,32,797,78,183,0,0,50,95,NULL,209,38,15,54,53,85,206,.426,NULL,.526,24.9,6.4,6.5,1.2
48,2002,Chris Owens,University of Texas at Austin,/players/o/owensch01.html,106,2094,408,900,15,65,315,527,NULL,675,90,101,189,129,229,1146,.453,.231,.598,26.8,10.8,6.4,0.8
50,2002,Darius Songaila,Wake Forest University,/players/s/songada01.html,130,3401,636,1245,12,35,575,692,NULL,813,229,141,96,359,431,1859,.511,.343,.831,26.2,14.3,6.3,1.8
53,2002,Rasual Butler,La Salle University,/players/b/butlera01.html,110,4211,752,1837,282,785,339,409,NULL,650,177,108,120,292,221,2125,.409,.359,.829,38.3,19.3,5.9,1.6
54,2002,Tamar Slay,Marshall University,/players/s/slayta01.html,114,3279,626,1414,251,650,289,386,NULL,507,249,142,53,279,288,1792,.443,.386,.749,28.8,15.7,4.4,2.2
57,2002,Randy Holcomb,San Diego State University,/players/h/holcora01.html,93,2349,446,942,39,124,235,365,NULL,574,115,63,66,NULL,,1166,.473,.315,.644,25.3,12.5,6.2,1.2
58,2002,Corsley Edwards,Central Connecticut State University,/players/e/edwarco01.html,123,3398,652,1280,0,2,427,621,NULL,967,93,116,198,NULL,,1731,.509,.000,.688,27.6,14.1,7.9,0.8
3,2003,Carmelo Anthony,Syracuse University,/players/a/anthoca01.html,35,1274,277,612,56,166,168,238,NULL,349,77,55,30,77,77,778,.453,.337,.706,36.4,22.2,10.0,2.2
4,2003,Chris Bosh,Georgia Institute of Technology,/players/b/boshch01.html,31,960,168,300,22,46,127,174,NULL,278,38,30,67,72,73,485,.560,.478,.730,31.0,15.6,9.0,1.2
5,2003,Dwyane Wade,Marquette University,/players/w/wadedw01.html,65,1993,474,959,32,96,301,404,NULL,420,255,150,79,203,156,1281,.494,.333,.745,30.7,19.7,6.5,3.9
6,2003,Chris Kaman,Central Michigan University,/players/k/kamanch01.html,83,2179,446,733,0,0,358,502,NULL,707,65,42,182,257,234,1250,.608,NULL,.713,26.3,15.1,8.5,0.8
7,2003,Kirk Hinrich,University of Kansas,/players/h/hinriki01.html,141,4188,615,1247,235,546,288,371,NULL,532,668,206,57,380,382,1753,.493,.430,.776,29.7,12.4,3.8,4.7
8,2003,T.J. Ford,University of Texas at Austin,/players/f/fordtj01.html,66,2178,282,695,23,101,266,332,NULL,253,527,138,9,238,174,853,.406,.228,.801,33.0,12.9,3.8,8.0
9,2003,Mike Sweetney,Georgetown University,/players/s/sweetmi01.html,96,2781,608,1117,0,4,534,735,NULL,887,174,101,180,236,224,1750,.544,.000,.727,29.0,18.2,9.2,1.8
10,2003,Jarvis Hayes,University of Georgia,/players/h/hayesja01.html,84,2636,575,1258,157,426,203,263,NULL,422,127,111,39,146,189,1510,.457,.369,.772,31.4,18.0,5.0,1.5
12,2003,Nick Collison,University of Kansas,/players/c/collini01.html,142,3888,858,1526,23,64,358,574,NULL,1143,257,155,243,NULL,,2097,.562,.359,.624,27.4,14.8,8.0,1.8
13,2003,Marcus Banks,University of Nevada Las Vegas,/players/b/banksma01.html,63,2160,381,770,65,197,312,427,NULL,210,269,158,10,225,183,1139,.495,.330,.731,34.3,18.1,3.3,4.3
14,2003,Luke Ridnour,University of Oregon,/players/r/ridnolu01.html,96,3226,431,1005,203,522,334,389,NULL,285,500,150,10,303,198,1399,.429,.389,.859,33.6,14.6,3.0,5.2
15,2003,Reece Gaines,University of Louisville,/players/g/gainere01.html,125,3946,632,1398,225,588,456,608,NULL,424,475,192,28,332,316,1945,.452,.383,.750,31.6,15.6,3.4,3.8
16,2003,Troy Bell,Boston College,/players/b/belltr01.html,122,4357,761,1794,300,807,810,933,NULL,493,427,272,35,351,284,2632,.424,.372,.868,35.7,21.6,4.0,3.5
18,2003,David West,Xavier University,/players/w/westda01.html,126,4210,726,1366,18,55,662,874,NULL,1308,267,174,228,320,350,2132,.531,.327,.757,33.4,16.9,10.4,2.1
20,2003,Dahntay Jones,Duke University,/players/j/jonesda02.html,131,3907,636,1406,109,317,430,577,NULL,598,181,133,81,278,398,1811,.452,.344,.745,29.8,13.8,4.6,1.4
24,2003,Brian Cook,University of Illinois at Urbana-Champaign,/players/c/cookbr01.html,132,3389,635,1246,94,277,384,484,NULL,815,171,92,136,266,394,1748,.510,.339,.793,25.7,13.2,6.2,1.3
29,2003,Josh Howard,Wake Forest University,/players/h/howarjo01.html,127,3536,645,1335,109,309,362,511,NULL,836,239,215,143,275,373,1761,.483,.353,.708,27.8,13.9,6.6,1.9
31,2003,Jason Kapono,University of California Los Angeles,/players/k/kaponja01.html,127,4313,699,1491,317,710,380,458,NULL,647,265,108,8,286,294,2095,.469,.446,.830,34.0,16.5,5.1,2.1
32,2003,Luke Walton,University of Arizona,/players/w/waltolu01.html,129,3514,420,985,65,229,274,400,NULL,662,582,151,58,336,236,1179,.426,.284,.685,27.2,9.1,5.1,4.5
33,2003,Jerome Beasley,University of North Dakota,/players/b/beaslje01.html,123,1785,754,1462,47,100,333,465,NULL,793,59,44,34,103,122,1888,.516,.470,.716,30.8,15.3,6.4,0.5
36,2003,Mario Austin,Mississippi State University,/players/a/austima01.html,91,NULL,457,861,6,17,279,423,NULL,570,103,64,53,NULL,,1199,.531,.353,.660,NULL,13.2,6.3,1.1
